"VDS_ID","노선번호","VDS이정","방향코드","콘존ID","콘존시작이정","콘존종료이정",
"0010VDE04270","0010","75.9000","E","0010CZE090","68.2600","78.6600",
"0351VDS04100","0351","48.0000","S","0351CZS060","55.4000","47.8900",
"0010VDE04340","0010","91.7300","E","0010CZE105","90.8000","96.3900",
"0010VDE11900","0010","171.9000","E","0010CZE190","167.2500","172.3200",
"0010VDE12000","0010","172.7000","E","0010CZE200","172.3200","179.2800",
"0351VDS08200","0351","89.5000","S","0351CZS090","96.8500","89.4700",
"0351VDS09600","0351","105.6000","S","0351CZS110","111.6100","105.1800",
"0010VDE13600","0010","191.8000","E","0010CZE210","183.1800","192.3000",
"0010VDE13700","0010","192.4000","E","0010CZE215","192.3000","200.2700",
"0010VDE13800","0010","193.6000","E","0010CZE215","192.3000","200.2700",
"0351VDS11400","0351","134.4000","S","0351CZS130","135.0900","125.4900",
"0351VDS13100","0351","157.2000","S","0351CZS150","165.5800","149.5500",
"0150VDE29010","0150","335.6000","E","0150CZE370","333.2900","335.9600",
"0351VDS13300","0351","160.1000","S","0351CZS150","165.5800","149.5500",
"0150VDS29000","0150","335.6000","S","0150CZS370","335.9600","333.2900",
"0351VDS14700","0351","176.3000","S","0351CZS160","184.7400","165.5800",
"0010VDE15200","0010","207.2000","E","0010CZE220","200.2700","212.3000",
"0010VDE15800","0010","212.9000","E","0010CZE230","212.3000","222.3800",
"0351VDS16500","0351","195.6000","S","0351CZS170","196.0000","184.7400",
"0351VDS17400","0351","207.3000","S","0351CZS190","207.7300","204.4400",
"0352VDE02200","0352","269.3000","E","0352CZE310","269.2700","281.2000",
"0352VDE03200","0352","279.5000","E","0352CZE310","269.2700","281.2000",
"0550VDS18750","0550","312.8000","S","0550CZS280","313.5000","294.2400",
"0550VDE18750","0550","312.8000","E","0550CZE280","294.2400","313.5000",
"0010VDE16700","0010","221.8000","E","0010CZE230","212.3000","222.3800",
"0010VDE16800","0010","223.0000","E","0010CZE240","222.3800","232.2700",
"0352VDE04300","0352","289.5000","E","0352CZE320","281.2000","289.7000",
"0352VDE05200","0352","298.3000","E","0352CZE340","293.8900","298.4000",
"0352VDE06000","0352","306.6000","E","0352CZE345","298.4000","306.8000",
"0352VDE07300","0352","326.4000","E","0352CZE370","325.8900","329.2000",
"0352VDE07400","0352","327.2000","E","0352CZE370","325.8900","329.2000",
"0352VDE07500","0352","329.1000","E","0352CZE370","325.8900","329.2000",
"0352VDE07600","0352","331.5000","E","0352CZE380","329.2000","331.5000",
"0352VDE08600","0352","343.7000","E","0352CZE385","339.9100","344.0000",
"0352VDE10100","0352","361.9000","E","0352CZE420","361.2000","362.2000",
"0352VDE10200","0352","363.3000","E","0352CZE430","362.2000","364.5900",
"0352VDE10300","0352","364.0000","E","0352CZE430","362.2000","364.5900",
"0352VDS01600","0352","263.1000","S","0352CZS300","264.8000","260.8900",
"0352VDS02200","0352","269.3000","S","0352CZS310","281.2000","269.2700",
"0352VDS03000","0352","277.2000","S","0352CZS310","281.2000","269.2700",
"0352VDS03400","0352","281.0000","S","0352CZS310","281.2000","269.2700",
"0352VDS04300","0352","289.5000","S","0352CZS320","289.7000","281.2000",
"0352VDS04400","0352","290.8000","S","0352CZS330","293.8900","289.7000",
"0352VDS04800","0352","293.7000","S","0352CZS330","293.8900","289.7000",
"0352VDS05200","0352","298.3000","S","0352CZS340","298.4000","293.8900",
"0352VDS06000","0352","306.6000","S","0352CZS345","306.8000","298.4000",
"0352VDS06600","0352","317.6000","S","0352CZS355","323.5100","317.4000",
"0352VDS07000","0352","322.5000","S","0352CZS355","323.5100","317.4000",
"0352VDS07100","0352","324.2000","S","0352CZS360","325.8900","323.5100",
"0352VDS07400","0352","327.2000","S","0352CZS370","329.2000","325.8900",
"0352VDS07500","0352","329.1000","S","0352CZS370","329.2000","325.8900",
"0352VDS08200","0352","339.2000","S","0352CZS383","339.9100","333.8000",
"0352VDS08600","0352","343.7000","S","0352CZS385","344.0000","339.9100",
"0352VDS10100","0352","361.9000","S","0352CZS420","362.2000","361.2000",
"0352VDS10200","0352","363.3000","S","0352CZS430","364.5900","362.2000",
"0352VDS10300","0352","364.0000","S","0352CZS430","364.5900","362.2000",
"0370VDE00500","0370","331.8000","E","0370CZE023","331.5000","339.9000",
"0251VDS15700","0251","169.9000","S","0251CZS280","175.4700","169.4400",
"0251VDS16000","0251","171.8000","S","0251CZS280","175.4700","169.4400",
"0251VDS16110","0251","175.4000","S","0251CZS280","175.4700","169.4400",
"0251VDS16210","0251","177.9000","S","0251CZS300","183.8000","177.8000",
"0251VDS17010","0251","183.9000","S","0251CZS310","194.2200","183.8000",
"0251VDS18200","0251","194.2000","S","0251CZS310","194.2200","183.8000",
"0400VDE05300","0400","57.6000","E","0400CZE080","55.4000","57.9000",
"0400VDE06100","0400","65.5000","E","0400CZE095","65.1000","72.4100",
"0400VDE06700","0400","72.1000","E","0400CZE095","65.1000","72.4100",
"0400VDE07900","0400","85.8400","E","0400CZE120","85.4900","90.8600",
"0400VDE08100","0400","91.1600","E","0400CZE130","90.8600","103.1900",
"0400VDE08200","0400","93.2900","E","0400CZE130","90.8600","103.1900",
"0400VDS00100","0400","0.4000","S","0400CZS010","2.8000","0.0000",
"0400VDS00300","0400","2.4000","S","0400CZS010","2.8000","0.0000",
"0400VDS00800","0400","8.0000","S","0400CZS020","8.0000","2.8000",
"0400VDS02000","0400","20.6000","S","0400CZS035","20.8700","13.7000",
"0400VDS02400","0400","23.4000","S","0400CZS040","23.7000","20.8700",
"0400VDS02700","0400","25.8000","S","0400CZS060","35.8900","25.6800",
"0400VDS04000","0400","38.8000","S","0400CZS070","55.4000","35.8900",
"0400VDS05300","0400","57.6000","S","0400CZS080","57.9000","55.4000",
"0450VDS09400","0450","102.2000","S","0450CZS100","102.3200","85.6100",
"0450VDS09900","0450","113.8000","S","0450CZS110","114.4700","102.3200",
"0450VDS10000","0450","114.8000","S","0450CZS120","123.3900","114.4700",
"0450VDS10300","0450","118.3000","S","0450CZS120","123.3900","114.4700",
"0450VDS11200","0450","127.2000","S","0450CZS130","139.2000","123.3900",
"0450VDS11500","0450","133.8000","S","0450CZS130","139.2000","123.3900",
"0450VDS11600","0450","135.0000","S","0450CZS130","139.2000","123.3900",
"0450VDS11700","0450","135.9000","S","0450CZS130","139.2000","123.3900",
"0450VDS11900","0450","138.6000","S","0450CZS130","139.2000","123.3900",
"0450VDS12600","0450","145.8000","S","0450CZS140","146.4000","139.2000",
"0450VDS13100","0450","151.0000","S","0450CZS150","159.4400","146.4000",
"0450VDS13900","0450","159.0000","S","0450CZS150","159.4400","146.4000",
"0450VDS16000","0450","180.7000","S","0450CZS170","180.8800","166.9000",
"0450VDS16600","0450","195.0000","S","0450CZS180","195.5100","180.8800",
"0450VDS19000","0450","229.1000","S","0450CZS210","229.6200","224.6100",
"0450VDS19400","0450","233.6000","S","0450CZS215","233.7800","229.6200",
"0010VDS31400","0010","406.5000","S","0010CZS470","406.9400","403.3000",
"0010VDS01200","0010","11.9000","S","0010CZS035","12.8600","5.5800",
"0010VDS01300","0010","12.8000","S","0010CZS035","12.8600","5.5800",
"0010VDS01900","0010","18.2000","S","0010CZS050","31.0000","17.9400",
"0010VDS05300","0010","105.3000","S","0010CZS110","112.8400","96.3900",
"0010VDS06000","0010","112.5000","S","0010CZS110","112.8400","96.3900",
"0010VDS06900","0010","121.9000","S","0010CZS120","122.1000","112.8400",
"0010VDS07000","0010","122.7000","S","0010CZS130","126.1900","122.1000",
"0010VDS07100","0010","123.6000","S","0010CZS130","126.1900","122.1000",
"0010VDS07400","0010","126.5000","S","0010CZS140","133.8700","126.1900",
"0010VDS08200","0010","134.5000","S","0010CZS150","139.3500","133.8700",
"0010VDS08600","0010","138.6000","S","0010CZS150","139.3500","133.8700",
"0010VDS08700","0010","139.8000","S","0010CZS160","143.4000","139.3500",
"0010VDS03200","0010","30.3000","S","0010CZS050","31.0000","17.9400",
"0010VDS09700","0010","149.8000","S","0010CZS165","150.0900","143.4000",
"0010VDS09900","0010","152.9000","S","0010CZS170","153.2700","150.0900",
"0010VDE26000","0010","334.0000","E","0010CZE370","333.4400","340.1400",
"0010VDE26100","0010","335.2000","E","0010CZE370","333.4400","340.1400",
"0010VDE26200","0010","336.1000","E","0010CZE370","333.4400","340.1400",
"0010VDS03400","0010","32.2000","S","0010CZS060","33.6000","32.0500",
"0010VDS03500","0010","33.1000","S","0010CZS060","33.6000","32.0500",
"0010VDS03600","0010","34.1000","S","0010CZS065","38.4800","33.6000",
"0010VDE27500","0010","360.0000","E","0010CZE385","348.5000","360.1100",
"0010VDS04000","0010","38.0000","S","0010CZS065","38.4800","33.6000",
"0010VDE28000","0010","365.0000","E","0010CZE400","364.9400","372.9000",
"0010VDS04400","0010","96.7000","S","0010CZS110","112.8400","96.3900",
"0120VDE00400","0120","8.9000","E","0120CZE100","7.6800","11.4200",
"0120VDE02250","0120","29.8000","E","0120CZE120","29.6200","47.1800",
"0010VDE17500","0010","229.7000","E","0010CZE240","222.3800","232.2700",
"0010VDE17800","0010","232.7000","E","0010CZE250","232.2700","248.3100",
"0010VDE19900","0010","260.2000","E","0010CZE270","259.7100","268.3800",
"0010VDE20600","0010","267.8000","E","0010CZE270","259.7100","268.3800",
"0010VDE20900","0010","272.1000","E","0010CZE280","268.3800","272.4400",
"0010VDE21000","0010","273.3000","E","0010CZE290","272.4400","277.8900",
"0010VDE21400","0010","277.1000","E","0010CZE290","272.4400","277.8900",
"0010VDE21500","0010","278.0000","E","0010CZE300","277.8900","282.9800",
"0010VDE21700","0010","280.9000","E","0010CZE300","277.8900","282.9800",
"0010VDE21800","0010","281.9000","E","0010CZE300","277.8900","282.9800",
"0010VDE22500","0010","289.1000","E","0010CZE310","282.9800","293.0500",
"0120VDE03550","0120","65.6000","E","0120CZE130","56.2200","65.7200",
"0010VDE22900","0010","293.0000","E","0010CZE310","282.9800","293.0500",
"0120VDS08200","0120","150.9000","S","0120CZS200","152.8800","146.4800",
"0120VDS08300","0120","152.8000","S","0120CZS200","152.8800","146.4800",
"0120VDS09400","0120","166.6000","S","0120CZS220","167.4800","165.5000",
"0120VDS09500","0120","169.1000","S","0120CZS230","177.0800","167.4800",
"0141VDE16800","0141","120.7000","E","0141CZE200","100.2000","120.7400",
"0141VDE17600","0141","129.9000","E","0141CZE220","129.8200","144.4500",
"0141VDE17700","0141","130.7000","E","0141CZE220","129.8200","144.4500",
"0141VDE17750","0141","131.5100","E","0141CZE220","129.8200","144.4500",
"0141VDE17900","0141","132.2000","E","0141CZE220","129.8200","144.4500",
"0141VDS16800","0141","120.7000","S","0141CZS200","120.7400","100.2000",
"0141VDS17600","0141","129.9000","S","0141CZS220","144.4500","129.8200",
"0141VDS17700","0141","130.7000","S","0141CZS220","144.4500","129.8200",
"0141VDS17750","0141","131.5100","S","0141CZS220","144.4500","129.8200",
"0141VDS17900","0141","132.2000","S","0141CZS220","144.4500","129.8200",
"0120VDE07000","0120","131.4000","E","0120CZE180","121.0800","131.6800",
"0120VDE08300","0120","152.8000","E","0120CZE200","146.4800","152.8800",
"0120VDE09400","0120","166.6000","E","0120CZE220","165.5000","167.4800",
"0120VDE09500","0120","169.1000","E","0120CZE230","167.4800","177.0800",
"0120VDS00400","0120","8.9000","S","0120CZS100","11.4200","7.6800",
"0120VDS02250","0120","29.8000","S","0120CZS120","47.1800","29.6200",
"0120VDS02520","0120","39.7000","S","0120CZS120","47.1800","29.6200",
"0120VDS03550","0120","65.6000","S","0120CZS130","65.7200","56.2200",
"0500VDE11700","0500","136.9000","E","0500CZE230","130.2000","142.9300",
"0500VDE12300","0500","142.9000","E","0500CZE230","130.2000","142.9300",
"0500VDE14400","0500","165.1000","E","0500CZE250","160.0100","167.3000",
"0500VDE14600","0500","167.0000","E","0500CZE250","160.0100","167.3000",
"0500VDE15100","0500","177.1800","E","0500CZE260","176.6000","182.6900",
"0500VDE16300","0500","191.4000","E","0500CZE270","182.6900","191.8500",
"0500VDE17800","0500","209.7000","E","0500CZE290","198.9900","211.8400",
"0500VDE18000","0500","211.6000","E","0500CZE290","198.9900","211.8400",
"0120VDS07000","0120","131.4000","S","0120CZS180","131.6800","121.0800",
"0650VDS10400","0650","109.4700","S","0650CZS170","113.4100","103.1400",
"0650VDE10400","0650","109.4700","E","0650CZE170","103.1400","113.4100",
"0650VDS10600","0650","113.4000","S","0650CZS170","113.4100","103.1400",
"0650VDE10600","0650","113.4000","E","0650CZE170","103.1400","113.4100",
"0010VDS27801","0010","362.3500","S","0010CZS390","364.9400","360.1100",
"0351VDS00410","0351","4.5000","S","0351CZS020","14.5600","4.3900",
"0351VDE00410","0351","4.5000","E","0351CZE020","4.3900","14.5600",
"0500VDS16300","0500","191.4000","S","0500CZS270","191.8500","182.6900",
"0500VDS18000","0500","211.6000","S","0500CZS290","211.8400","198.9900",
"0500VDS18200","0500","213.8000","S","0500CZS300","234.4000","211.8400",
"0500VDS18300","0500","218.1000","S","0500CZS300","234.4000","211.8400",
"0500VDS11000","0500","130.1000","S","0500CZS225","130.2000","127.4000",
"0500VDS12300","0500","142.9000","S","0500CZS230","142.9300","130.2000",
"0150VDS02300","0150","26.1000","S","0150CZS050","33.8100","26.0000",
"0150VDS02700","0150","30.2000","S","0150CZS050","33.8100","26.0000",
"0150VDS03000","0150","33.7000","S","0150CZS050","33.8100","26.0000",
"0150VDS05000","0150","57.7000","S","0150CZS060","58.1400","50.2900",
"0150VDS07500","0150","84.6000","S","0150CZS090","84.8500","76.9400",
"0150VDS09200","0150","103.7000","S","0150CZS110","110.9000","94.7200",
"0150VDE19800","0150","224.5000","E","0150CZE220","224.1200","237.8000",
"0150VDE21200","0150","240.7000","E","0150CZE230","237.8000","248.5200",
"0150VDE22600","0150","254.5000","E","0150CZE240","248.5200","255.1000",
"0150VDE22700","0150","255.9000","E","0150CZE250","255.1000","264.4700",
"0150VDE23700","0150","264.9000","E","0150CZE260","264.4700","272.5400",
"0150VDE23800","0150","266.0000","E","0150CZE260","264.4700","272.5400",
"0150VDE24500","0150","272.8000","E","0150CZE270","272.5400","285.1800",
"0100VDE05500","0100","56.4000","E","0100CZE090","52.1000","60.1000",
"0100VDE06600","0100","67.8000","E","0100CZE110","66.0000","68.5000",
"0100VDE06700","0100","68.8000","E","0100CZE120","68.5000","71.7000",
"0100VDE06900","0100","71.4000","E","0100CZE120","68.5000","71.7000",
"0100VDE07300","0100","75.6000","E","0100CZE130","71.7000","75.7000",
"0100VDE07500","0100","82.7000","E","0100CZE150","82.6000","88.6000",
"0100VDE08100","0100","88.5000","E","0100CZE150","82.6000","88.6000",
"0100VDE09200","0100","99.7000","E","0100CZE170","97.8000","100.6000",
"0100VDE09300","0100","100.4000","E","0100CZE170","97.8000","100.6000",
"0100VDE09700","0100","104.5000","E","0100CZE190","104.2000","112.9000",
"0100VDE10250","0100","112.4000","E","0100CZE190","104.2000","112.9000",
"0100VDE10400","0100","116.5000","E","0100CZE205","116.0000","120.9000",
"0100VDE10700","0100","124.6000","E","0100CZE215","123.6000","124.8000",
"0100VDE11300","0100","133.2000","E","0100CZE230","128.4000","133.4000",
"0100VDE11400","0100","133.9000","E","0100CZE240","133.4000","135.7000",
"0100VDE11500","0100","134.9000","E","0100CZE240","133.4000","135.7000",
"0100VDE11900","0100","139.8000","E","0100CZE250","139.7000","142.9000",
"0100VDE12000","0100","141.1000","E","0100CZE250","139.7000","142.9000",
"0010VDS29200","0010","377.9000","S","0010CZS405","378.2100","372.9000",
"0010VDS30100","0010","389.0000","S","0010CZS440","392.2800","387.1900",
"0010VDS30600","0010","395.0000","S","0010CZS460","403.3000","394.9600",
"0140VDE02300","0140","35.8000","E","0140CZE050","28.9300","36.2400",
"0101VDE04700","0101","60.9000","E","0101CZE060","38.2600","61.2000",
"0100VDS07500","0100","82.7000","S","0100CZS150","88.6000","82.6000",
"0100VDS08100","0100","88.5000","S","0100CZS150","88.6000","82.6000",
"0140VDS01100","0140","16.9000","S","0140CZS030","17.1200","12.6000",
"0140VDS02300","0140","35.8000","S","0140CZS050","36.2400","28.9300",
"0150VDE00500","0150","4.5000","E","0150CZE010","0.2600","6.2600",
"0150VDE00700","0150","6.4000","E","0150CZE020","6.2600","7.3000",
"0150VDE02300","0150","26.1000","E","0150CZE050","26.0000","33.8100",
"0150VDE03000","0150","33.7000","E","0150CZE050","26.0000","33.8100",
"0150VDE03300","0150","37.0000","E","0150CZE055","33.8100","50.2900",
"0100VDS09000","0100","97.6000","S","0100CZS160","97.8000","88.6000",
"0150VDE07000","0150","79.4000","E","0150CZE090","76.9400","84.8500",
"0150VDE07500","0150","84.6000","E","0150CZE090","76.9400","84.8500",
"0150VDE12200","0150","137.6000","E","0150CZE140","137.3800","145.7800",
"0150VDE12900","0150","146.4000","E","0150CZE150","145.7800","152.0000",
"0150VDE13400","0150","151.2000","E","0150CZE150","145.7800","152.0000",
"0150VDE13900","0150","155.1000","E","0150CZE160","152.0000","160.9900",
"0150VDE18600","0150","211.3000","E","0150CZE200","193.6000","213.3200",
"0150VDE18800","0150","213.7000","E","0150CZE210","213.3200","224.1200",
"0100VDS09200","0100","99.7000","S","0100CZS170","100.6000","97.8000",
"0100VDS09700","0100","104.5000","S","0100CZS190","112.9000","104.2000",
"0100VDS10250","0100","112.4000","S","0100CZS190","112.9000","104.2000",
"0100VDS10300","0100","115.3000","S","0100CZS200","116.0000","112.9000",
"0270VDE00400","0270","5.7000","E","0270CZE030","5.6300","25.0500",
"0100VDS10400","0100","116.5000","S","0100CZS205","120.9000","116.0000",
"0100VDE12400","0100","146.8000","E","0100CZE260","146.7000","151.5000",
"0100VDE13300","0100","158.3000","E","0100CZE280","156.0000","158.7000",
"0400VDE05100","0400","55.6800","E","0400CZE080","55.4000","57.9000",
"0400VDS05100","0400","55.6800","S","0400CZS080","57.9000","55.4000",
"0100VDS01300","0100","13.1000","S","0100CZS030","17.7000","12.6000",
"0100VDS02400","0100","24.2000","S","0100CZS050","28.6000","24.2000",
"0100VDS02800","0100","28.8000","S","0100CZS060","35.6000","28.6000",
"0100VDS03000","0100","31.1000","S","0100CZS060","35.6000","28.6000",
"0200VDE03200","0200","41.0000","E","0200CZE085","37.7000","59.3600",
"0652VDS00100","0652","47.2000","S","0652CZS010","55.3000","47.1500",
"0652VDS01500","0652","61.9000","S","0652CZS020","69.8600","55.3000",
"0652VDE00100","0652","47.2000","E","0652CZE010","47.1500","55.3000",
"0652VDE01500","0652","61.9000","E","0652CZE020","55.3000","69.8600",
"0652VDE03900","0652","85.1000","E","0652CZE040","81.4200","100.8300",
"0100VDS05500","0100","56.4000","S","0100CZS090","60.1000","52.1000",
"0200VDS02100","0200","26.1000","S","0200CZS075","28.5700","26.5100",
"0200VDS02300","0200","27.9000","S","0200CZS075","28.5700","26.5100",
"0200VDS03200","0200","41.0000","S","0200CZS085","59.3600","37.7000",
"0201VDE00800","0201","8.1000","E","0201CZE020","7.6000","10.3000",
"0201VDE01000","0201","10.0000","E","0201CZE020","7.6000","10.3000",
"0201VDE01200","0201","12.3000","E","0201CZE025","10.3000","16.5200",
"0500VDE02951","0500","34.2800","E","0500CZE100","30.8000","36.8900",
"0100VDS06550","0100","66.8000","S","0100CZS110","68.5000","66.0000",
"0100VDS06600","0100","67.8000","S","0100CZS110","68.5000","66.0000",
"0100VDS06700","0100","68.8000","S","0100CZS120","71.7000","68.5000",
"0100VDS07200","0100","74.9000","S","0100CZS130","75.7000","71.7000",
"0100VDS07300","0100","75.6000","S","0100CZS130","75.7000","71.7000",
"0201VDE01700","0201","17.0000","E","0201CZE030","16.5200","43.1300",
"0201VDS01000","0201","10.0000","S","0201CZS020","10.3000","7.6000",
"0201VDS01200","0201","12.3000","S","0201CZS025","16.5200","10.3000",
"0201VDS01700","0201","17.0000","S","0201CZS030","43.1300","16.5200",
"0201VDS03500","0201","42.7000","S","0201CZS030","43.1300","16.5200",
"0100VDS11300","0100","133.2000","S","0100CZS230","133.4000","128.4000",
"0100VDS11400","0100","133.9000","S","0100CZS240","135.7000","133.4000",
"0100VDS11500","0100","134.9000","S","0100CZS240","135.7000","133.4000",
"0100VDS11900","0100","139.8000","S","0100CZS250","142.9000","139.7000",
"0121VDE03206","0121","40.7200","E","0121CZE080","37.3000","41.3900",
"0100VDS12400","0100","146.8000","S","0100CZS260","151.5000","146.7000",
"0121VDS00900","0121","9.4000","S","0121CZS020","9.6200","3.7000",
"0100VDS13300","0100","158.3000","S","0100CZS280","158.7000","156.0000",
"0101VDE00100","0101","0.1000","E","0101CZE010","0.0000","0.3600",
"0121VDS02900","0121","34.3000","S","0121CZS060","34.4000","30.4000",
"0121VDS03206","0121","40.8600","S","0121CZS080","41.3900","37.3000",
"0140VDE01100","0140","16.9000","E","0140CZE030","12.6000","17.1200",
"0101VDE03200","0101","38.0000","E","0101CZE050","19.5300","38.2600",
